doi,title,published_according_to_user_spreadsheet
10.1101/2020.07.16.20127357,"Contact tracing during Phase I of the COVID-19 pandemic in the Province of Trento, Italy: key findings and recommenda#ons Pirous Fateh-Moghadam (1), Laura Ba s (1), Silvia Molinaro (2), Steno Fontanari (3), Gabriele Dallago (3), Nancy Binkin (4), Mariagrazia Zuccali (2) 1-Osservatorio per la salute, Dipar mento salute e poli che sociali, Provincia autonoma di Trento 2-Servizio di Igiene pubblica, Dipar mento di prevenzione, Azienda per i servizi sanitari di Trento 3-Mpa solu ons, Trento",FALSE
10.1101/2020.08.14.20174490,"Detection, prevalence, and duration of humoral responses to SARS-CoV-2 under conditions of limited population exposure",FALSE
10.1101/2020.06.12.20129056,Symptom clusters in Covid19: A potential clinical prediction tool from the COVID Symptom study app,FALSE
10.1101/2020.04.06.20050575,Pulmonary and Cardiac Pathology in Covid-19: The First Autopsy Series from New Orleans,TRUE
10.1101/2020.06.13.20129627,Sentinel surveillance of SARS-CoV-2 in wastewater anticipates the occurrence of COVID-19 cases,FALSE
10.1101/2020.04.26.20081315,"First peak of COVID-19 outbreak in Japan might pass as of April 26, 2020",FALSE
10.1101/2020.05.01.20088260,Impact of non-pharmaceutical interventions against COVID-19 in Europe: a quasi-experimental study,FALSE
10.1101/2020.06.17.20133504,Risk of SARS-CoV-2 infection from contaminated water systems,FALSE
10.1101/2020.05.31.20118554,Population-wide evolution of SARS-CoV-2 immunity tracked by a ternary immunoassay,FALSE
10.1101/2020.05.14.20101774,Hydroxychloroquine in COVID-19: A systematic review and meta-analysis,FALSE
10.1101/2020.04.16.20067728,Evidence for probable aerosol transmission of SARS-CoV-2 in a poorly ventilated restaurant,FALSE
10.1101/2020.05.22.20109231,"Association of country-wide coronavirus mortality with demographics, testing, lockdowns, and public wearing of masks",TRUE
10.1101/2020.07.20.20157149,Association of contact to small children with mild course of COVID-19,TRUE
10.1101/2020.04.11.20062018,Assessment of N95 respirator decontamination and re-use for SARS-CoV-2,TRUE
10.1101/2020.03.30.20048165,Association of BCG vaccination policy with prevalence and mortality of COVID-19,FALSE
10.1101/2020.07.02.20143826,Covid-19 Risk Among Airline Passengers: Should the Middle Seat Stay Empty?,FALSE
10.1101/2020.04.17.20069567,Assessment of Fabric Masks as Alternatives to Standard Surgical Masks in Terms of Particle Filtration Efficiency,TRUE
10.1101/2020.06.03.20121020,Regional Difference in Seroprevalence of SARS-CoV-2 in Tokyo: Results from the community point-of-care antibody testing,FALSE
10.1101/2020.04.08.20058578,The Role of Vitamin D in Suppressing Cytokine Storm in COVID-19 Patients and Associated Mortality,FALSE
10.1101/2020.06.03.20116988,Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia: Planned Day-7 Interim Analysis of a Registered Clinical Trial,TRUE
10.1101/2020.04.11.20056010,Household Secondary Attack Rate of COVID-19 and Associated Determinants,FALSE
10.1101/2020.05.09.20096370,Chest Computed Tomography Findings in Asymptomatic Patients with COVID-19,TRUE
10.1101/2020.05.04.20090506,Collider bias undermines our understanding of COVID-19 disease risk and severity,FALSE
10.1101/2020.03.26.20044826,Children are unlikely to have been the primary source of household SARS-CoV-2 infections,FALSE
10.1101/2020.01.23.20018549,Novel coronavirus 2019-nCoV: early estimation of epidemiological parameters and epidemic predictions,FALSE
10.1101/2020.07.22.20160002,Remdesivir for COVID-19: match-population analysis with compassionate use of Remdesivir for severe COVID-19,FALSE
10.1101/2020.07.14.20153643,Epidemiology and transmission dynamics of COVID-19 in two Indian states,TRUE
10.1101/2020.04.17.20053157,"Suppression of COVID-19 outbreak in the municipality of Vo', Italy",FALSE
10.1101/2020.07.17.20155846,Association between consumption of vegetables and COVID-19 mortality at a country level in Europe,FALSE
10.1101/2020.03.26.20044222,Clinical characteristics of the recovered COVID-19 patients with re-detectable positive RNA test,TRUE
10.1101/2020.06.24.20138644,Strong Correlation Between Prevalence of Severe Vitamin D Deficiency and Population Mortality Rate from COVID-19 in Europe,FALSE
10.1101/2020.04.08.20058073,"Testing the association between blood type and COVID-19 infection, intubation, and death Authors",FALSE
10.1101/2020.04.15.20067074,Total COVID-19 Mortality in Italy: Excess Mortality and Age Dependence through Time-Series Analysis,FALSE
10.1101/2020.06.23.20137992,Hydroxychloroquine serum concentrations in non-critical care patients infected with SARS-CoV-2,FALSE
10.1101/2020.08.17.20176651,RNA-Based COVID-19 Vaccine BNT162b2 Selected for a Pivotal Efficacy Study,FALSE
10.1101/2020.05.08.20095471,"Treatment of COVID-19 Patients with Convalescent Plasma in Houston, Texas",FALSE
10.1101/2020.06.30.20143255,Handyfuge-LAMP: low-cost and electricity-free centrifugation for isothermal SARS-CoV-2 detection in saliva,FALSE
10.1101/2020.07.22.20160341,Effects of non-pharmaceutical interventions on COVID-19: A Tale of Two Models,FALSE
10.1101/2020.05.02.20088898,Repeated seroprevalence of anti-SARS-CoV-2 IgG antibodies in a population-based sample,TRUE
10.1101/2020.07.23.20160762,Herd immunity thresholds for SARS-CoV-2 estimated from unfolding epidemics,FALSE
10.1101/2020.07.20.20157792,"Comparison of viral levels in individuals with or without symptoms at time of COVID-19 testing among 32,480 residents and staff of nursing homes and assisted living facilities in Massachusetts",FALSE
10.1101/2020.05.21.20104521,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,TRUE
10.1101/2020.08.24.20180851,Age-specific mortality and immunity patterns of SARS-CoV-2 infection in 45 countries,TRUE
10.1101/2020.03.12.20034728,Spread of SARS-CoV-2 Coronavirus likely to be constrained by climate,FALSE
10.1101/2020.06.10.20101105,A short therapeutic regimen based on hydroxychloroquine plus azithromycin for the treatment of COVID-19 in patients with non-severe disease. A strategy associated with a reduction in hospital admissions and complications.,FALSE
10.1101/2020.02.24.20027375,Estimation of COVID-2019 burden and potential for international dissemination of infection from Iran,FALSE
10.1101/2020.07.19.20145326,High Rate of SARS-CoV-2 Transmission due to Choir Practice in France at the Beginning of the COVID-19 Pandemic,FALSE
10.1101/2020.04.23.20076042,"Features of 16,749 hospitalised UK patients with COVID-19 using the ISARIC WHO Clinical Characterisation Protocol",TRUE
10.1101/2020.05.18.20066902,Doxycycline and Hydroxychloroquine as Treatment for High-Risk COVID-19 Patients: Experience from Case Series of 54 Patients in Long-Term Care Facilities,FALSE
10.1101/2020.06.22.20137745,Face mask wearing rate predicts country's COVID-19 death rates,FALSE
10.1101/2020.07.02.20145508,Firearm Purchasing and Firearm Violence in the First Months of the Coronavirus Pandemic in the United States,FALSE
10.1101/2020.02.21.20026070,COVID-19 in Japan: What could happen in the future?,FALSE
10.1101/2020.06.26.20140814,Predicting the Trajectory of Any COVID19 Epidemic From the Best Straight Line,FALSE
10.1101/2020.07.15.20154294,The impact of host resistance on cumulative mortality and the threshold of herd immunity for SARS-CoV-2,FALSE
10.1101/2020.07.17.20140533,Concurrent human antibody and TH1 type T-cell responses elicited by a COVID-19 RNA vaccine,FALSE
10.1101/2020.06.24.20129817,Influenza Vaccination and COVID19 Mortality in the USA,FALSE
10.1101/2020.06.28.20142190,Title: Seroconversion of a city: Longitudinal monitoring of SARS-CoV-2 seroprevalence in New York City,FALSE
10.1101/2020.03.22.20041079,Social distancing strategies for curbing the COVID-19 epidemic,TRUE
10.1101/2020.04.27.20073379,Hydroxychloroquine application is associated with a decreased mortality in critically ill patients with COVID-19,FALSE
10.1101/2020.04.26.20080911,False positives in reverse transcription PCR testing for SARS-CoV-2,FALSE
10.1101/2020.04.16.20067835,Saliva is more sensitive for SARS-CoV-2 detection in COVID-19 patients than nasopharyngeal swabs,TRUE
10.1101/2020.05.04.20090944,Acute Kidney Injury in Hospitalized Patients with COVID-19,FALSE
10.1101/2020.06.24.20139634,Shut and re-open: the role of schools in the spread of COVID-19 in Europe,FALSE
10.1101/2020.04.09.20056325,Evaluation of nine commercial SARS-CoV-2 immunoassays,FALSE
10.1101/2020.04.23.20076877,"SARS-CoV-2 Detection Using an Isothermal Amplification Reaction and a Rapid, Inexpensive Protocol for Sample Inactivation and Purification",TRUE
10.1101/2020.08.03.20167395,Viable SARS-CoV-2 in the air of a hospital room with COVID-19 patients,TRUE
10.1101/2020.04.15.20067017,Heparin therapy improving hypoxia in COVID-19 patients - a case series,TRUE
10.1101/2020.06.11.20128884,Stability of SARS-CoV-2 on Critical Personal Protective Equipment,FALSE
10.1101/2020.04.14.20065276,Hydroxychloroquine Versus COVID-19: A Rapid Systematic Review and Meta-Analysis,FALSE
10.1101/2020.06.10.145144,Hydroxychloroquine Proves Ineffective in Hamsters and Macaques Infected with SARS,FALSE
10.1101/2020.05.21.109272,An insertion unique to SARS-CoV-2 exhibits superantigenic character strengthened by recent mutations,FALSE
10.1101/2020.04.19.049254,"Integrated analyses of single-cell atlases reveal age, gender, and smoking status associations with cell type-specific expression of mediators of SARS-CoV-2 viral entry and highlights inflammatory programs in putative target cells",FALSE
10.1101/2020.03.29.008631,Azithromycin and ciprofloxacin have a chloroquine-like effect on respiratory epithelial cells,FALSE
10.1101/2020.03.31.018556,Fatal toxicity of chloroquine or hydroxychloroquine with metformin in mice,FALSE
10.1101/2020.07.21.214759,Escape from neutralizing antibodies by SARS-CoV-2 spike protein variants,TRUE
10.1101/2020.06.21.162396,"Calcitriol, the active form of vitamin D, is a promising candidate for COVID-19 prophylaxis",FALSE
10.1101/2020.05.26.117069,SARS-CoV-2 genome evolution exposes early human adaptations,FALSE
10.1101/2020.05.13.092619,Convergent Antibody Responses to SARS-CoV-2 Infection in Convalescent Individuals,TRUE
10.1101/2020.05.28.118992,Shared SARS-CoV-2 diversity suggests localised transmission of minority variants,FALSE
10.1101/2020.03.25.009084,Non-neural expression of SARS-CoV-2 entry genes in the olfactory epithelium suggests mechanisms underlying anosmia in COVID-19 patients,TRUE
10.1101/2020.05.01.073262,SARS-CoV-2 is well adapted for humans. What does this mean for re-emergence?,FALSE
10.1101/2020.05.26.115832,Different pattern of pre-existing SARS-COV-2 specific T cell immunity in SARS-recovered and uninfected individuals,TRUE
10.1101/2020.05.31.126136,A distinct phylogenetic cluster of Indian SARS-CoV-2 isolates,TRUE
10.1101/2020.06.03.132134,Detection dogs as a help in the detection of COVID-19 Can the dog alert on COVID-19 positive persons by sniffing axillary sweat samples ? Proof-of-concept study,TRUE
10.1101/2020.08.30.274464,"SARS-CoV-2 infects human pluripotent stem cell-derived cardiomyocytes, impairing electrical and mechanical function",FALSE
10.1101/2020.06.23.166397,"Scalable, rapid and highly sensitive isothermal detection of SARS-CoV-2 for laboratory and home testing",FALSE
10.1101/2020.05.26.115923,T-cell hyperactivation and paralysis in severe COVID-19 infection revealed by single-cell analysis,TRUE
10.1101/2020.08.08.238469,An ultra-high affinity synthetic nanobody blocks SARS-CoV-2 infection by locking Spike into an inactive conformation,FALSE
10.1101/2020.06.14.151357,The D614G mutation in SARS-CoV-2 Spike increases transduction of multiple human cell types,FALSE
10.1101/2020.03.20.001008,RT-qPCR DETECTION OF SARS-CoV-2 RNA FROM PATIENT NASOPHARYNGEAL SWAB USING QIAGEN RNEASY KITS OR DIRECTLY VIA OMISSION OF AN RNA EXTRACTION STEP,TRUE
10.1101/2020.08.13.249847,Open Science Saves Lives: Lessons from the COVID-19 Pandemic,FALSE
10.1101/2020.04.06.025635,LAMP-Seq: Population-Scale COVID-19 Diagnostics Using a Compressed Barcode Space,FALSE
10.1101/2020.04.28.066761,Heparin inhibits cellular invasion by SARS-CoV-2: structural dependence of the interaction of the surface protein (spike) S1 receptor binding domain with heparin,FALSE
10.1101/2020.04.17.046375,Rapid development of an inactivated vaccine for SARS-CoV-2,TRUE
10.1101/2020.06.20.159715,Evaluation of the immunogenicity of prime-boost vaccination with the replication-deficient viral vectored COVID-19 vaccine candidate ChAdOx1 nCoV-19,TRUE
10.1101/2020.06.18.159434,Saliva-Based Molecular Testing for SARS-CoV-2 that Bypasses RNA Extraction,FALSE
10.1101/2020.07.03.186296,The major genetic risk factor for severe COVID-19 is inherited from Neandertals,FALSE
10.1101/2020.06.14.150490,The serotonin reuptake inhibitor Fluoxetine inhibits SARS-CoV-2,FALSE
10.1101/2020.06.11.145920,SARS-CoV-2 mRNA Vaccine Development Enabled by Prototype Pathogen Preparedness,TRUE
10.1101/2020.07.21.214346,Evidence of exposure to SARS-CoV-2 in cats and dogs from households in Italy,FALSE
10.1101/2020.08.21.262329,Impaired cytotoxic CD8+ T cell response in elderly COVID-19 patients,TRUE
10.1101/2020.04.24.059576,Introductions and early spread of SARS-CoV-2 in France,FALSE
10.1101/2020.05.28.121640,Single-dose replicating RNA vaccine induces neutralizing antibodies against SARS-CoV-2 in nonhuman primates,FALSE
10.1101/2020.08.17.255166,Seeding of outbreaks of COVID-19 by contaminated fresh and frozen food,FALSE
10.1101/2020.04.28.066977,"Controlling the SARS-CoV-2 outbreak, insights from large scale whole genome sequences generated across the world",FALSE
10.1101/2020.05.06.081695,Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells,FALSE
10.1101/2020.06.12.148726,The D614G mutation in the SARS-CoV-2 spike protein reduces S1 shedding and increases infectivity,FALSE
10.1101/2020.05.24.111823,The ORF8 Protein of SARS-CoV-2 Mediates Immune Evasion through Potently Downregulating MHC-I,FALSE
10.1101/2020.04.11.036855,Evaluation of heating and chemical protocols for inactivating SARS-CoV-2,FALSE
10.1101/2020.08.25.265561,SARS-CoV-2 infection of human iPSC-derived cardiac cells predicts novel cytopathic features in hearts of COVID-19 patients,FALSE
10.1101/2020.03.13.990226,Reinfection could not occur in SARS-CoV-2 infected rhesus macaques,FALSE
10.1101/2020.06.25.172403,Virus-Receptor Interactions of Glycosylated SARS-CoV-2 Spike and Human ACE2 Receptor,FALSE
10.1101/2020.05.12.091082,Androgen Regulates SARS-CoV-2 Receptor Levels and Is Associated with Severe COVID-19 Symptoms in Men,FALSE
10.1101/2020.03.08.982637,Aerodynamic Characteristics and RNA Concentration of SARS-CoV-2 Aerosol in Wuhan Hospitals during COVID-19 Outbreak,TRUE
10.1101/2020.06.25.169946,Neuroinvasive potential of SARS-CoV-2 revealed in a human brain organoid model,FALSE
10.1101/2020.04.09.034942,Analysis of the mutation dynamics of SARS-CoV-2 reveals the spread history and emergence of RBD mutant with lower ACE2 binding affinity,FALSE
10.1101/2020.06.07.137802,Neuropilin-1 facilitates SARS-CoV-2 cell entry and provides a possible pathway into the central nervous system,FALSE
10.1101/2020.04.29.069054,Spike mutation pipeline reveals the emergence of a more transmissible form of SARS-CoV-2,FALSE
10.1101/2020.05.18.101493,"SARS-CoV2 infection in farmed mink, Netherlands, April 2020",TRUE
10.1101/2020.07.25.220806,The neuropeptides VIP and PACAP inhibit SARS-CoV-2 replication in monocytes and lung epithelial cells and decrease the production of proinflammatory cytokines in infected cells,FALSE
10.1101/2020.05.06.081497,A mouse-adapted SARS-CoV-2 model for the evaluation of COVID-19 medical countermeasures,TRUE
10.1101/2020.05.28.122366,"Evidence of significant natural selection in the evolution of SARS-CoV-2 in bats, not humans",FALSE
10.1101/2020.08.14.250258,Inhibition of Severe Acute Respiratory Syndrome Coronavirus 2 main protease by tafenoquine in vitro,FALSE
10.1101/2020.06.23.167064,SARS-CoV-2 structure and replication characterized by in situ cryo-electron tomography,FALSE
10.1101/2020.05.07.077016,The SARS-CoV-2-like virus found in captive pangolins from Guangdong should be better sequenced,TRUE
10.1101/2020.05.13.093195,ChAdOx1 nCoV-19 vaccination prevents SARS-CoV-2 pneumonia in rhesus macaques,TRUE
10.1101/2020.07.13.190140,Anti-SARS-CoV-2 IgG from severely ill COVID-19 patients promotes macrophage hyper-inflammatory responses,FALSE
10.1101/2020.03.21.001586,Comparative analyses of SAR-CoV2 genomes from different geographical locations and other coronavirus family genomes reveals unique features potentially consequential to host-virus interaction and pathogenesis,TRUE
10.1101/2020.05.19.097410,The impact of super-spreaders in COVID-19: mapping genome variation worldwide,TRUE
10.1101/2020.07.28.225649,Intradermal-delivered DNA vaccine provides anamnestic protection in a rhesus macaque SARS-CoV-2 challenge model,FALSE
10.1101/2020.06.26.173476,In situ structural analysis of SARS-CoV-2 spike reveals flexibility mediated by three hinges,TRUE
10.1101/2020.05.21.108506,No evidence for increased transmissibility from recurrent mutations in SARS-CoV-2,FALSE
10.1101/2020.08.24.265090,Induction of SARS-CoV-2 protein S-specific CD8+ T cells in the lungs of gp96-Ig-S vaccinated mice,FALSE
10.1101/2020.06.19.158717,No evidence of coronaviruses or other potentially zoonotic viruses in Sunda pangolins (Manis javanica) entering the wildlife trade via Malaysia,FALSE
10.1101/2020.04.23.056309,SARS-CoV-2 Isolation and Propagation from Turkish COVID-19 patients,TRUE
10.1101/2020.05.21.109322,The emergence of SARS-CoV-2 in Europe and the US,TRUE
10.1101/2020.06.11.146522,Shielding and Beyond: The Roles of Glycans in SARS-CoV-2 Spike Protein,TRUE
10.1101/2020.06.05.098590,"Coronavirus testing indicates transmission risk increases along wildlife supply chains for human consumption in Viet Nam, 2013-2014",TRUE
10.1101/2020.05.20.106401,Deep immune profiling of COVID-19 patients reveals patient heterogeneity and distinct immunotypes with implications for therapeutic interventions,TRUE
10.1101/2020.05.11.088179,SARS-CoV-2 ORF3b is a potent interferon antagonist whose activity is further increased by a naturally occurring elongation variant,TRUE
10.1101/2020.07.15.203489,Prophylactic and Therapeutic Inhibition of In Vitro SARS-CoV-2 Replication by Oleandrin,FALSE
10.1101/2020.05.22.111294,Preprinting a pandemic: the role of preprints in the COVID-19 pandemic,FALSE
10.1101/2020.04.09.034967,Comparative ACE2 variation and primate COVID-19 risk,TRUE
10.1101/2020.03.21.990770,Potent human neutralizing antibodies elicited by SARS-CoV-2 infection,TRUE
10.1101/2020.05.13.092478,Novel ACE2-Independent Carbohydrate-Binding of SARS-CoV-2 Spike Protein to Host Lectins and Lung Microbiota,FALSE
10.1101/2020.04.15.043166,Clinical benefit of remdesivir in rhesus macaques infected with SARS-CoV-2,TRUE
10.1101/2020.04.01.021196,SARS-CoV-2 neutralizing serum antibodies in cats: a serological investigation,FALSE
10.1101/2020.08.24.264077,An hACE2 peptide mimic blocks SARS-CoV-2 Pulmonary Cell Infection,FALSE
10.1101/2020.01.25.919787,Transmission dynamics of 2019 novel coronavirus (2019-nCoV),TRUE
10.1101/2020.03.14.988345,SARS-CoV-2 invades host cells via a novel route: CD147-spike protein,FALSE
10.1101/2020.06.05.134114,Neuropilin-1 is a host factor for SARS-CoV-2 infection,FALSE
10.1101/2020.06.27.175430,Citizen Scientists Create an Exascale Computer to Combat COVID-19,FALSE
10.1101/2020.04.27.064774,A SARS-CoV-2 vaccine candidate would likely match all currently circulating strains,TRUE
10.1101/2020.06.22.164665,Chloroquine and hydroxychloroquine as ACE2 blockers to inhibit viropexis of COVID-19 Spike pseudotype virus,TRUE
10.1101/2020.04.10.036418,The SARS-CoV-2 receptor-binding domain elicits a potent neutralizing response without antibody-dependent enhancement,FALSE
10.1101/2020.08.02.233320,REGN-COV2 antibody cocktail prevents and treats SARS-CoV-2 infection in rhesus macaques and hamsters,TRUE
10.1101/2020.03.19.997890,"An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 and multiple endemic, epidemic and bat coronavirus",TRUE
10.1101/2020.02.17.951335,Isolation and Characterization of 2019-nCoV-like Coronavirus from Malayan Pangolins,TRUE
10.1101/2020.05.11.088724,"A Rapid, Cost-Effective Tailed Amplicon Method for Sequencing SARS-CoV-2",FALSE
